"CO2 emisija, g/km",Color,Body type,Price,Catalytic converter,Tinted windows,First registration,Driven wheels,Fuel type,LED headlights,ESP,Fog lights,Number of seats,Mileage,Gearbox,Alarm,Electric mirrors,Heated mirrors,Lane Departure Warning,Fuel consuption Urban l/100 km,Boot cover,Start-Stop system,Tow hook,LED daytime running lights,Immobilizer,Hill-start assist control,Multifunctional steering wheel,Adaptive Cruise Control,Automatic headlamps,LCD monitor,MP3 player,Road sign recognition,Dimming mirror,AUX input,URL,ISOFIX mounts,Fuel consuption combined l/100 km,Rainfall sensor,Traction control system,Rear view camera,Cruise control,First registration country,Electric seats,Fuel consuption out-of-city l/100 km,Make,Model,Engine Power KW,Engine size in Cm3,car_id
182,Gray / silver,Wagon,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,374000,Automatic,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,0,1,1,0,1,0,0,0,Volkswagen,Passat,103.0,Low,1041
224,Black,Hatchback,1400,0,1,2005,All wheel (4х4),Petrol,0,0,0,5,215000,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,Germany,0,0,Audi,A3,184.0,Very Low,1042
173,Gray / silver,Off-road / Crossover,1400,0,0,2006,All wheel (4х4),Diesel,0,1,1,5,256000,Manual,0,0,0,0,"8,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"6,6",0,0,0,0,Germany,0,56,Toyota,RAV4,100.0,Very Low,1043
153,Black,Saloon / sedan,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,0,0,5,295000,Manual,0,0,0,0,"7,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,7",0,0,0,0,0,0,45,Audi,A4,103.0,Low,1044
133,Gray / silver,Hatchback,1400,0,0,2005,Front wheel drive (FWD),Petrol,0,0,0,5,170000,Manual,0,0,0,0,"6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,6",0,0,0,0,0,0,49,Toyota,Yaris,64.0,Very Low,1045
182,Gray / silver,Wagon,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,374000,Automatic,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,0,1,1,0,1,0,0,0,Volkswagen,Passat,103.0,Low,1046
129,Gray / silver,Hatchback,1400,1,0,2003,Front wheel drive (FWD),Petrol,0,1,0,5,100000,Automatic,0,1,0,0,"6,4",0,0,0,0,1,1,1,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,1,0,0,Germany,0,49,Toyota,Yaris,116.0,Low,1047
112,Gray / silver,Hatchback,1400,0,0,1996,0,Diesel,0,0,0,0,361317,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Golf,66.0,Low,1048
129,Gray / silver,Hatchback,1400,1,0,2003,Front wheel drive (FWD),Petrol,0,1,0,5,100000,Automatic,0,1,0,0,"6,4",0,0,0,0,1,1,1,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,1,0,0,Germany,0,49,Toyota,Yaris,116.0,Low,1049
250,Gray / silver,Off-road / Crossover,1400,0,0,2000,All wheel (4х4),Diesel,0,0,0,5,285466,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,1",0,0,0,0,0,0,0,Kia,Sportage,116.0,Low,1050
150,Blue,Wagon,1400,0,0,2009,Front wheel drive (FWD),Diesel,0,1,1,5,342000,Manual,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,1,1,0,0,Italy,0,0,Volvo,V50,100.0,Low,1051
167,0,Coupe,1400,0,0,2007,Front wheel drive (FWD),Petrol,0,1,1,4,260000,Manual,1,1,1,0,"9,3",0,0,0,0,1,1,1,0,0,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,7,1,1,0,1,Germany,0,57,Volvo,C30,74.0,Very Low,1052
0,Gray / silver,Saloon / sedan,1400,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,5,366106,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,France,0,0,Volvo,S60,120.0,Low,1053
132,Red / crimson,Wagon,1400,1,1,2007,Front wheel drive (FWD),Diesel,0,1,1,5,310000,Manual,0,1,1,0,"6,3",1,0,0,0,1,0,1,0,0,0,0,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"4,5",0,0,0,1,Denmark,0,43,Volvo,V50,81.0,Low,1054
223,Black,Wagon,1400,1,1,2005,Front wheel drive (FWD),Petrol,0,1,0,5,380000,Automatic,0,1,1,0,"14,9",0,0,1,0,1,0,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,0,1,0,0,1,0,1,75,Volvo,V50,162.0,Low,1055
148,Black,Saloon / sedan,1400,0,0,2005,Front wheel drive (FWD),Diesel,0,0,0,5,320000,Manual,0,0,0,0,"7,5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,6",0,0,0,1,0,0,45,Volvo,S40,100.0,Low,1056
182,Gray / silver,Wagon,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,374000,Automatic,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,0,1,1,0,1,0,0,0,Volkswagen,Passat,103.0,Low,1057
224,Black,Hatchback,1400,0,1,2005,All wheel (4х4),Petrol,0,0,0,5,215000,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,Germany,0,0,Audi,A3,184.0,Very Low,1058
173,Gray / silver,Off-road / Crossover,1400,0,0,2006,All wheel (4х4),Diesel,0,1,1,5,256000,Manual,0,0,0,0,"8,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"6,6",0,0,0,0,Germany,0,56,Toyota,RAV4,100.0,Very Low,1059
153,Black,Saloon / sedan,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,0,0,5,295000,Manual,0,0,0,0,"7,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,7",0,0,0,0,0,0,45,Audi,A4,103.0,Low,1060
133,Gray / silver,Hatchback,1400,0,0,2005,Front wheel drive (FWD),Petrol,0,0,0,5,170000,Manual,0,0,0,0,"6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,6",0,0,0,0,0,0,49,Toyota,Yaris,64.0,Very Low,1061
182,Gray / silver,Wagon,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,374000,Automatic,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,0,1,1,0,1,0,0,0,Volkswagen,Passat,103.0,Low,1062
129,Gray / silver,Hatchback,1400,1,0,2003,Front wheel drive (FWD),Petrol,0,1,0,5,100000,Automatic,0,1,0,0,"6,4",0,0,0,0,1,1,1,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,1,0,0,Germany,0,49,Toyota,Yaris,116.0,Low,1063
112,Gray / silver,Hatchback,1400,0,0,1996,0,Diesel,0,0,0,0,361317,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Golf,66.0,Low,1064
129,Gray / silver,Hatchback,1400,1,0,2003,Front wheel drive (FWD),Petrol,0,1,0,5,100000,Automatic,0,1,0,0,"6,4",0,0,0,0,1,1,1,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,1,0,0,Germany,0,49,Toyota,Yaris,116.0,Low,1065
250,Gray / silver,Off-road / Crossover,1400,0,0,2000,All wheel (4х4),Diesel,0,0,0,5,285466,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,1",0,0,0,0,0,0,0,Kia,Sportage,116.0,Low,1066
150,Blue,Wagon,1400,0,0,2009,Front wheel drive (FWD),Diesel,0,1,1,5,342000,Manual,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,1,1,0,0,Italy,0,0,Volvo,V50,100.0,Low,1067
167,0,Coupe,1400,0,0,2007,Front wheel drive (FWD),Petrol,0,1,1,4,260000,Manual,1,1,1,0,"9,3",0,0,0,0,1,1,1,0,0,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,7,1,1,0,1,Germany,0,57,Volvo,C30,74.0,Very Low,1068
0,Gray / silver,Saloon / sedan,1400,0,0,2002,Front wheel drive (FWD),Diesel,0,0,0,5,366106,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,France,0,0,Volvo,S60,120.0,Low,1069
132,Red / crimson,Wagon,1400,1,1,2007,Front wheel drive (FWD),Diesel,0,1,1,5,310000,Manual,0,1,1,0,"6,3",1,0,0,0,1,0,1,0,0,0,0,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"4,5",0,0,0,1,Denmark,0,43,Volvo,V50,81.0,Low,1070
223,Black,Wagon,1400,1,1,2005,Front wheel drive (FWD),Petrol,0,1,0,5,380000,Automatic,0,1,1,0,"14,9",0,0,1,0,1,0,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,0,1,0,0,1,0,1,75,Volvo,V50,162.0,Low,1071
148,Black,Saloon / sedan,1400,0,0,2005,Front wheel drive (FWD),Diesel,0,0,0,5,320000,Manual,0,0,0,0,"7,5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,6",0,0,0,1,0,0,45,Volvo,S40,100.0,Low,1072
182,Gray / silver,Wagon,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,374000,Automatic,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,0,1,1,0,1,0,0,0,Volkswagen,Passat,103.0,Low,1073
224,Black,Hatchback,1400,0,1,2005,All wheel (4х4),Petrol,0,0,0,5,215000,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,Germany,0,0,Audi,A3,184.0,Very Low,1074
173,Gray / silver,Off-road / Crossover,1400,0,0,2006,All wheel (4х4),Diesel,0,1,1,5,256000,Manual,0,0,0,0,"8,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"6,6",0,0,0,0,Germany,0,56,Toyota,RAV4,100.0,Very Low,1075
153,Black,Saloon / sedan,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,0,0,5,295000,Manual,0,0,0,0,"7,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,7",0,0,0,0,0,0,45,Audi,A4,103.0,Low,1076
133,Gray / silver,Hatchback,1400,0,0,2005,Front wheel drive (FWD),Petrol,0,0,0,5,170000,Manual,0,0,0,0,"6,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,6",0,0,0,0,0,0,49,Toyota,Yaris,64.0,Very Low,1077
182,Gray / silver,Wagon,1400,0,0,2006,Front wheel drive (FWD),Diesel,0,1,1,5,374000,Automatic,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,0,1,1,0,1,0,0,0,Volkswagen,Passat,103.0,Low,1078
129,Gray / silver,Hatchback,1400,1,0,2003,Front wheel drive (FWD),Petrol,0,1,0,5,100000,Automatic,0,1,0,0,"6,4",0,0,0,0,1,1,1,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,1,0,0,Germany,0,49,Toyota,Yaris,116.0,Low,1079
112,Gray / silver,Hatchback,1400,0,0,1996,0,Diesel,0,0,0,0,361317,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,Golf,66.0,Low,1080
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,284664,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-1-9-l-wagon-2000-diesel-27216351.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1081
0,Green / olive,Off-road / Crossover,1450,1,0,2000,All wheel (4х4),Petrol,0,0,1,5,200568,Automatic,0,1,0,0,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/subaru-forester-2-0-l-off-road-crossover-2000-petrol-27210871.html,0,"9,1",0,0,0,0,0,0,75,Subaru,Forester,92.0,Very Low,1082
197,Gray / silver,MPV / minivan,1450,0,0,2006,Front wheel drive (FWD),Petrol,0,0,0,7,285000,Manual,0,0,0,0,"11,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/opel-zafira-2-2-l-mpv-minivan-2006-petrol-27010963.html,0,"8,2",0,0,0,0,0,0,64,Opel,Zafira,110.0,Very Low,1083
148,Gray / silver,Hatchback,1450,0,0,2009,Front wheel drive (FWD),Diesel,0,0,0,5,284663,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/ford-focus-1-6-l-hatchback-2009-diesel-27166603.html,0,"5,2",0,0,0,0,0,0,0,Ford,Focus,116.0,Low,1084
169,Gray / silver,Saloon / sedan,1450,0,0,2006,Front wheel drive (FWD),Diesel,0,0,0,5,330000,Manual,0,0,0,0,"8,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-s60-2-4-l-saloon-sedan-2006-diesel-27168201.html,0,"6,5",0,0,0,0,0,0,52,Volvo,S60,120.0,Low,1085
154,Gray / silver,Wagon,1450,0,0,2005,Front wheel drive (FWD),Diesel,0,0,0,5,340000,Manual,1,1,1,0,"6,3",1,0,0,0,0,1,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-v50-2-0-l-wagon-2005-diesel-27130367.html,0,"5,7",1,0,0,1,0,0,43,Volvo,V50,100.0,Low,1086
148,Gray / silver,Saloon / sedan,1450,1,0,2005,Front wheel drive (FWD),Diesel,0,1,1,5,300000,Manual,1,1,1,0,"6,2",0,0,0,0,1,0,1,0,1,0,0,0,1,0,https://en.autoplius.lt/ads/volvo-s40-2-0-l-saloon-sedan-2005-diesel-27226499.html,1,"5,6",1,1,0,1,0,0,45,Volvo,S40,100.0,Low,1087
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,289464,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-1-9-l-wagon-2000-diesel-27226577.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1088
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,289464,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-1-9-l-wagon-2000-diesel-27226577.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1089
173,Black,Coupe,1450,0,0,1995,Rear wheel drive (RWD),Petrol,0,0,0,5,265341,Manual,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-318-1-8-l-coupe-1995-petrol-27091545.html,0,"8,3",0,0,0,0,0,0,65,BMW,318,103.0,Very Low,1090
0,Black,Cargo van,1450,0,0,2002,Rear wheel drive (RWD),Diesel,0,0,0,0,300000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-lt-2-5-l-cargo-van-2002-diesel-27227229.html,0,0,0,0,0,0,0,0,0,Volkswagen,LT,116.0,Low,1091
0,Blue,Passenger minibus,1450,0,0,1995,Front wheel drive (FWD),Diesel,0,0,0,7,290000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-transporter-2-4-l-passenger-minibus-1995-diesel-26757735.html,0,"9,4",0,0,0,0,0,0,0,Volkswagen,Transporter,57.0,Very Low,1092
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,284664,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1093
0,Green / olive,Off-road / Crossover,1450,1,0,2000,All wheel (4х4),Petrol,0,0,1,5,200568,Automatic,0,1,0,0,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,1",0,0,0,0,0,0,75,Subaru,Forester,92.0,Very Low,1094
197,Gray / silver,MPV / minivan,1450,0,0,2006,Front wheel drive (FWD),Petrol,0,0,0,7,285000,Manual,0,0,0,0,"11,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"8,2",0,0,0,0,0,0,64,Opel,Zafira,110.0,Very Low,1095
148,Gray / silver,Hatchback,1450,0,0,2009,Front wheel drive (FWD),Diesel,0,0,0,5,284663,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,2",0,0,0,0,0,0,0,Ford,Focus,116.0,Low,1096
169,Gray / silver,Saloon / sedan,1450,0,0,2006,Front wheel drive (FWD),Diesel,0,0,0,5,330000,Manual,0,0,0,0,"8,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,5",0,0,0,0,0,0,52,Volvo,S60,120.0,Low,1097
154,Gray / silver,Wagon,1450,0,0,2005,Front wheel drive (FWD),Diesel,0,0,0,5,340000,Manual,1,1,1,0,"6,3",1,0,0,0,0,1,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,7",1,0,0,1,0,0,43,Volvo,V50,100.0,Low,1098
148,Gray / silver,Saloon / sedan,1450,1,0,2005,Front wheel drive (FWD),Diesel,0,1,1,5,300000,Manual,1,1,1,0,"6,2",0,0,0,0,1,0,1,0,1,0,0,0,1,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"5,6",1,1,0,1,0,0,45,Volvo,S40,100.0,Low,1099
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,289464,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1100
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,289464,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1101
173,Black,Coupe,1450,0,0,1995,Rear wheel drive (RWD),Petrol,0,0,0,5,265341,Manual,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"8,3",0,0,0,0,0,0,65,BMW,318,103.0,Very Low,1102
0,Black,Cargo van,1450,0,0,2002,Rear wheel drive (RWD),Diesel,0,0,0,0,300000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,LT,116.0,Low,1103
0,Blue,Passenger minibus,1450,0,0,1995,Front wheel drive (FWD),Diesel,0,0,0,7,290000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,4",0,0,0,0,0,0,0,Volkswagen,Transporter,57.0,Very Low,1104
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,284664,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1105
0,Green / olive,Off-road / Crossover,1450,1,0,2000,All wheel (4х4),Petrol,0,0,1,5,200568,Automatic,0,1,0,0,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,1",0,0,0,0,0,0,75,Subaru,Forester,92.0,Very Low,1106
197,Gray / silver,MPV / minivan,1450,0,0,2006,Front wheel drive (FWD),Petrol,0,0,0,7,285000,Manual,0,0,0,0,"11,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"8,2",0,0,0,0,0,0,64,Opel,Zafira,110.0,Very Low,1107
148,Gray / silver,Hatchback,1450,0,0,2009,Front wheel drive (FWD),Diesel,0,0,0,5,284663,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,2",0,0,0,0,0,0,0,Ford,Focus,116.0,Low,1108
169,Gray / silver,Saloon / sedan,1450,0,0,2006,Front wheel drive (FWD),Diesel,0,0,0,5,330000,Manual,0,0,0,0,"8,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"6,5",0,0,0,0,0,0,52,Volvo,S60,120.0,Low,1109
154,Gray / silver,Wagon,1450,0,0,2005,Front wheel drive (FWD),Diesel,0,0,0,5,340000,Manual,1,1,1,0,"6,3",1,0,0,0,0,1,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"5,7",1,0,0,1,0,0,43,Volvo,V50,100.0,Low,1110
148,Gray / silver,Saloon / sedan,1450,1,0,2005,Front wheel drive (FWD),Diesel,0,1,1,5,300000,Manual,1,1,1,0,"6,2",0,0,0,0,1,0,1,0,1,0,0,0,1,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,1,"5,6",1,1,0,1,0,0,45,Volvo,S40,100.0,Low,1111
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,289464,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1112
184,Black,Wagon,1450,0,0,2000,0,Diesel,0,0,0,5,289464,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Audi,A6,81.0,Low,1113
173,Black,Coupe,1450,0,0,1995,Rear wheel drive (RWD),Petrol,0,0,0,5,265341,Manual,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"8,3",0,0,0,0,0,0,65,BMW,318,103.0,Very Low,1114
0,Black,Cargo van,1450,0,0,2002,Rear wheel drive (RWD),Diesel,0,0,0,0,300000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,0,0,0,0,0,0,0,0,Volkswagen,LT,116.0,Low,1115
0,Blue,Passenger minibus,1450,0,0,1995,Front wheel drive (FWD),Diesel,0,0,0,7,290000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-5-l-wagon-2001-diesel-27226835.html,0,"9,4",0,0,0,0,0,0,0,Volkswagen,Transporter,57.0,Very Low,1116
